운행일자,정산사ID,가상카드번호,정산지역코드,카드구분코드,정산사차량ID,교통수단코드,정산사노선ID,승차일시,정산사승차정류장ID,하차일시,정산사하차정류장ID,트랜잭션ID,환승건수,이용자유형코드(시스템),이용자수,이용거리,탑승시간
20240109,03,100035000214,MM101,C,143700214,2,43700214,20240110040000,STOP0011,20240110043000,STOP0006,014,0,03,1,19746,8
20240109,03,100035000215,MM101,C,143700215,2,43700215,20240110050000,STOP0008,20240110053000,STOP0009,015,0,04,1,19608,51
20240110,03,100035000216,MM101,C,143700216,2,43700216,20240110060000,STOP0014,20240110063000,STOP0009,016,2,02,1,7371,13
20240110,03,100035000217,MM101,C,143700217,1,43700217,20240110070000,STOP0015,20240110073000,STOP0019,017,0,03,1,2726,43
20240110,03,100035000218,MM101,C,143700218,2,43700218,20240110080000,STOP0011,20240110083000,STOP0017,018,0,04,1,6791,46
20240110,03,100035000219,MM101,C,143700219,2,43700219,20240110090000,STOP0013,20240110093000,STOP0019,019,0,03,1,9458,32
20240110,03,100035000220,MM101,C,143700220,1,43700220,20240110100000,STOP0012,20240110103000,STOP0008,020,2,02,1,24397,27
20240110,03,100035000221,MM101,C,143700221,2,43700221,20240110110000,STOP0001,20240110113000,STOP0014,021,1,01,1,18221,49
20240110,03,100035000222,MM101,C,143700222,1,43700222,20240110120000,STOP0002,20240110123000,STOP0003,022,0,03,1,16738,44
20240110,03,100035000223,MM101,C,143700223,1,43700223,20240110130000,STOP0009,20240110133000,STOP0007,023,2,04,1,21968,48
20240110,03,100035000224,MM101,C,143700224,2,43700224,20240110140000,STOP0008,20240110143000,STOP0008,024,0,02,1,18070,26
20240110,03,100035000225,MM101,C,143700225,2,43700225,20240110150000,STOP0019,20240110153000,STOP0012,025,2,01,1,17740,28
20240110,03,100035000226,MM101,C,143700226,2,43700226,20240110160000,STOP0007,20240110163000,STOP0008,026,0,04,1,10063,55
20240110,03,100035000227,MM101,C,143700227,1,43700227,20240110170000,STOP0009,20240110173000,STOP0003,027,2,04,1,11165,30
20240110,03,100035000228,MM101,C,143700228,1,43700228,20240110180000,STOP0018,20240110183000,STOP0016,028,0,04,1,15539,34
20240110,03,100035000229,MM101,C,143700229,1,43700229,20240110190000,STOP0002,20240110193000,STOP0015,029,1,03,1,16572,37
20240110,03,100035000230,MM101,C,143700230,2,43700230,20240110200000,STOP0004,20240110203000,STOP0014,030,0,02,1,5647,20
20240110,03,100035000231,MM101,C,143700231,2,43700231,20240110210000,STOP0002,20240110213000,STOP0002,031,2,04,1,11002,26
20240110,03,100035000232,MM101,C,143700232,2,43700232,20240110220000,STOP0015,20240110223000,STOP0019,032,0,03,1,21802,53
20240110,03,100035000233,MM101,C,143700233,2,43700233,20240110230000,STOP0016,20240110233000,STOP0004,033,1,02,1,11833,54
20240110,03,100035000234,MM101,C,143700234,1,43700234,20240111000000,STOP0014,20240111003000,STOP0004,034,0,02,1,11420,47
20240110,03,100035000235,MM101,C,143700235,1,43700235,20240111010000,STOP0002,20240111013000,STOP0019,035,2,03,1,7642,22
20240110,03,100035000236,MM101,C,143700236,1,43700236,20240111020000,STOP0011,20240111023000,STOP0014,036,2,03,1,20775,11
20240110,03,100035000237,MM101,C,143700237,1,43700237,20240111030000,STOP0008,20240111033000,STOP0017,037,1,04,1,11542,54
20240110,03,100035000238,MM101,C,143700238,2,43700238,20240111040000,STOP0011,20240111043000,STOP0014,038,2,02,1,5357,30
20240110,03,100035000239,MM101,C,143700239,2,43700239,20240111050000,STOP0014,20240111053000,STOP0001,039,0,01,1,22263,12
20240111,03,100035000240,MM101,C,143700240,2,43700240,20240111060000,STOP0001,20240111063000,STOP0012,040,0,03,1,22703,10
20240111,03,100035000241,MM101,C,143700241,1,43700241,20240111070000,STOP0017,20240111073000,STOP0003,041,0,02,1,16599,34
20240111,03,100035000242,MM101,C,143700242,1,43700242,20240111080000,STOP0019,20240111083000,STOP0009,042,2,02,1,14201,43
20240111,03,100035000243,MM101,C,143700243,2,43700243,20240111090000,STOP0011,20240111093000,STOP0012,043,0,04,1,3739,27
20240111,03,100035000244,MM101,C,143700244,2,43700244,20240111100000,STOP0003,20240111103000,STOP0009,044,0,01,1,14231,36
20240111,03,100035000245,MM101,C,143700245,1,43700245,20240111110000,STOP0015,20240111113000,STOP0008,045,0,04,1,10510,26
20240111,03,100035000246,MM101,C,143700246,2,43700246,20240111120000,STOP0015,20240111123000,STOP0007,046,1,01,1,10727,46
20240111,03,100035000247,MM101,C,143700247,1,43700247,20240111130000,STOP0000,20240111133000,STOP0002,047,2,01,1,22168,47
20240111,03,100035000248,MM101,C,143700248,1,43700248,20240111140000,STOP0001,20240111143000,STOP0015,048,2,03,1,11635,49
20240111,03,100035000249,MM101,C,143700249,1,43700249,20240111150000,STOP0002,20240111153000,STOP0013,049,2,02,1,10964,13
20240111,03,100035000250,MM101,C,143700250,2,43700250,20240111160000,STOP0019,20240111163000,STOP0008,050,1,02,1,18261,35
20240111,03,100035000251,MM101,C,143700251,2,43700251,20240111170000,STOP0016,20240111173000,STOP0010,051,2,02,1,20254,11
20240111,03,100035000252,MM101,C,143700252,1,43700252,20240111180000,STOP0019,20240111183000,STOP0002,052,1,01,1,12392,13
20240111,03,100035000253,MM101,C,143700253,2,43700253,20240111190000,STOP0000,20240111193000,STOP0004,053,1,02,1,13336,17
20240111,03,100035000254,MM101,C,143700254,1,43700254,20240111200000,STOP0019,20240111203000,STOP0009,054,2,03,1,12939,7
20240111,03,100035000255,MM101,C,143700255,1,43700255,20240111210000,STOP0005,20240111213000,STOP0012,055,0,01,1,17676,39
20240111,03,100035000256,MM101,C,143700256,1,43700256,20240111220000,STOP0014,20240111223000,STOP0003,056,0,01,1,10843,37
20240111,03,100035000257,MM101,C,143700257,1,43700257,20240111230000,STOP0013,20240111233000,STOP0012,057,2,01,1,13823,25
20240111,03,100035000258,MM101,C,143700258,2,43700258,20240112000000,STOP0019,20240112003000,STOP0011,058,2,01,1,3686,35
20240111,03,100035000259,MM101,C,143700259,1,43700259,20240112010000,STOP0014,20240112013000,STOP0004,059,1,03,1,1233,56
20240111,03,100035000260,MM101,C,143700260,1,43700260,20240112020000,STOP0013,20240112023000,STOP0009,060,2,02,1,15429,38
20240111,03,100035000261,MM101,C,143700261,2,43700261,20240112030000,STOP0004,20240112033000,STOP0008,061,1,03,1,19758,36
20240111,03,100035000262,MM101,C,143700262,1,43700262,20240112040000,STOP0005,20240112043000,STOP0019,062,2,02,1,3272,39
20240111,03,100035000263,MM101,C,143700263,1,43700263,20240112050000,STOP0016,20240112053000,STOP0006,063,0,03,1,18350,19
20240112,03,100035000264,MM101,C,143700264,2,43700264,20240112060000,STOP0010,20240112063000,STOP0001,064,0,04,1,18273,36
20240112,03,100035000265,MM101,C,143700265,2,43700265,20240112070000,STOP0015,20240112073000,STOP0006,065,2,04,1,21247,10
20240112,03,100035000266,MM101,C,143700266,2,43700266,20240112080000,STOP0011,20240112083000,STOP0007,066,1,04,1,23538,49
20240112,03,100035000267,MM101,C,143700267,1,43700267,20240112090000,STOP0014,20240112093000,STOP0006,067,0,04,1,4400,25
20240112,03,100035000268,MM101,C,143700268,2,43700268,20240112100000,STOP0003,20240112103000,STOP0013,068,1,01,1,16371,37
20240112,03,100035000269,MM101,C,143700269,2,43700269,20240112110000,STOP0017,20240112113000,STOP0018,069,2,01,1,5542,36
20240112,03,100035000270,MM101,C,143700270,1,43700270,20240112120000,STOP0002,20240112123000,STOP0004,070,2,03,1,4523,56
20240112,03,100035000271,MM101,C,143700271,1,43700271,20240112130000,STOP0007,20240112133000,STOP0017,071,0,03,1,19147,23
20240112,03,100035000272,MM101,C,143700272,1,43700272,20240112140000,STOP0002,20240112143000,STOP0019,072,2,04,1,4291,37
20240112,03,100035000273,MM101,C,143700273,1,43700273,20240112150000,STOP0007,20240112153000,STOP0011,073,0,02,1,3488,32
20240112,03,100035000274,MM101,C,143700274,1,43700274,20240112160000,STOP0017,20240112163000,STOP0016,074,1,04,1,11892,35
20240112,03,100035000275,MM101,C,143700275,2,43700275,20240112170000,STOP0009,20240112173000,STOP0012,075,0,03,1,2558,25
20240112,03,100035000276,MM101,C,143700276,2,43700276,20240112180000,STOP0019,20240112183000,STOP0001,076,0,04,1,5690,58
20240112,03,100035000277,MM101,C,143700277,2,43700277,20240112190000,STOP0016,20240112193000,STOP0012,077,1,03,1,7121,38
20240112,03,100035000278,MM101,C,143700278,1,43700278,20240112200000,STOP0007,20240112203000,STOP0006,078,0,04,1,19660,19
20240112,03,100035000279,MM101,C,143700279,1,43700279,20240112210000,STOP0010,20240112213000,STOP0009,079,0,02,1,13198,18
20240112,03,100035000280,MM101,C,143700280,1,43700280,20240112220000,STOP0004,20240112223000,STOP0005,080,2,04,1,5439,23
20240112,03,100035000281,MM101,C,143700281,2,43700281,20240112230000,STOP0012,20240112233000,STOP0002,081,1,02,1,18487,47
20240112,03,100035000282,MM101,C,143700282,2,43700282,20240113000000,STOP0004,20240113003000,STOP0002,082,0,02,1,8520,19
20240112,03,100035000283,MM101,C,143700283,1,43700283,20240113010000,STOP0012,20240113013000,STOP0017,083,1,03,1,6409,10
20240112,03,100035000284,MM101,C,143700284,2,43700284,20240113020000,STOP0005,20240113023000,STOP0010,084,1,02,1,10670,56
20240112,03,100035000285,MM101,C,143700285,1,43700285,20240113030000,STOP0004,20240113033000,STOP0019,085,0,01,1,13106,13
20240112,03,100035000286,MM101,C,143700286,2,43700286,20240113040000,STOP0008,20240113043000,STOP0004,086,2,01,1,12934,41
20240112,03,100035000287,MM101,C,143700287,2,43700287,20240113050000,STOP0015,20240113053000,STOP0018,087,1,01,1,8869,24
20240113,03,100035000288,MM101,C,143700288,2,43700288,20240113060000,STOP0001,20240113063000,STOP0018,088,0,03,1,3956,38
20240113,03,100035000289,MM101,C,143700289,1,43700289,20240113070000,STOP0000,20240113073000,STOP0014,089,1,01,1,23401,42
20240113,03,100035000290,MM101,C,143700290,2,43700290,20240113080000,STOP0007,20240113083000,STOP0015,090,2,03,1,11766,30
20240113,03,100035000291,MM101,C,143700291,2,43700291,20240113090000,STOP0018,20240113093000,STOP0008,091,2,03,1,20768,22
20240113,03,100035000292,MM101,C,143700292,1,43700292,20240113100000,STOP0010,20240113103000,STOP0003,092,2,01,1,11086,32
20240113,03,100035000293,MM101,C,143700293,2,43700293,20240113110000,STOP0011,20240113113000,STOP0014,093,0,02,1,11435,59
20240113,03,100035000294,MM101,C,143700294,1,43700294,20240113120000,STOP0011,20240113123000,STOP0011,094,0,04,1,17412,55
20240113,03,100035000295,MM101,C,143700295,1,43700295,20240113130000,STOP0006,20240113133000,STOP0002,095,2,03,1,11255,13
20240113,03,100035000296,MM101,C,143700296,1,43700296,20240113140000,STOP0012,20240113143000,STOP0013,096,0,01,1,10638,36
20240113,03,100035000297,MM101,C,143700297,1,43700297,20240113150000,STOP0007,20240113153000,STOP0016,097,2,03,1,8756,57
20240113,03,100035000298,MM101,C,143700298,1,43700298,20240113160000,STOP0008,20240113163000,STOP0018,098,0,02,1,24332,10
20240113,03,100035000299,MM101,C,143700299,2,43700299,20240113170000,STOP0006,20240113173000,STOP0005,099,2,02,1,12856,18
20240113,03,100035000300,MM101,C,143700300,1,43700300,20240113180000,STOP0014,20240113183000,STOP0003,000,1,01,1,16764,32
20240113,03,100035000301,MM101,C,143700301,1,43700301,20240113190000,STOP0001,20240113193000,STOP0006,001,2,03,1,23139,28
20240113,03,100035000302,MM101,C,143700302,1,43700302,20240113200000,STOP0019,20240113203000,STOP0018,002,2,04,1,4602,17
20240113,03,100035000303,MM101,C,143700303,1,43700303,20240113210000,STOP0011,20240113213000,STOP0016,003,0,04,1,6062,47
20240113,03,100035000304,MM101,C,143700304,2,43700304,20240113220000,STOP0000,20240113223000,STOP0015,004,0,03,1,12877,16
20240113,03,100035000305,MM101,C,143700305,1,43700305,20240113230000,STOP0007,20240113233000,STOP0014,005,0,03,1,8244,55
20240113,03,100035000306,MM101,C,143700306,2,43700306,20240114000000,STOP0004,20240114003000,STOP0007,006,0,03,1,7372,23
20240113,03,100035000307,MM101,C,143700307,1,43700307,20240114010000,STOP0014,20240114013000,STOP0018,007,0,01,1,8105,25
20240113,03,100035000308,MM101,C,143700308,2,43700308,20240114020000,STOP0000,20240114023000,STOP0007,008,0,02,1,20965,31
20240113,03,100035000309,MM101,C,143700309,1,43700309,20240114030000,STOP0000,20240114033000,STOP0017,009,1,04,1,20146,23
20240113,03,100035000310,MM101,C,143700310,1,43700310,20240114040000,STOP0009,20240114043000,STOP0015,010,2,01,1,13229,28
20240113,03,100035000311,MM101,C,143700311,2,43700311,20240114050000,STOP0009,20240114053000,STOP0019,011,2,03,1,17956,30
20240114,03,100035000312,MM101,C,143700312,1,43700312,20240114060000,STOP0014,20240114063000,STOP0018,012,2,03,1,8705,49
20240114,03,100035000313,MM101,C,143700313,2,43700313,20240114070000,STOP0016,20240114073000,STOP0009,013,1,02,1,14894,32
20240114,03,100035000314,MM101,C,143700314,1,43700314,20240114080000,STOP0005,20240114083000,STOP0016,014,2,03,1,13280,50
20240114,03,100035000315,MM101,C,143700315,2,43700315,20240114090000,STOP0002,20240114093000,STOP0012,015,1,01,1,1614,22
20240114,03,100035000316,MM101,C,143700316,1,43700316,20240114100000,STOP0012,20240114103000,STOP0012,016,1,01,1,5050,48
20240114,03,100035000317,MM101,C,143700317,1,43700317,20240114110000,STOP0015,20240114113000,STOP0006,017,1,02,1,17709,40
20240114,03,100035000318,MM101,C,143700318,2,43700318,20240114120000,STOP0007,20240114123000,STOP0009,018,2,01,1,16722,46
20240114,03,100035000319,MM101,C,143700319,1,43700319,20240114130000,STOP0014,20240114133000,STOP0001,019,1,04,1,21124,33
20240114,03,100035000320,MM101,C,143700320,1,43700320,20240114140000,STOP0016,20240114143000,STOP0003,020,2,01,1,16210,21
20240114,03,100035000321,MM101,C,143700321,1,43700321,20240114150000,STOP0016,20240114153000,STOP0005,021,2,01,1,17742,8
20240114,03,100035000322,MM101,C,143700322,1,43700322,20240114160000,STOP0012,20240114163000,STOP0017,022,0,01,1,4777,48
20240114,03,100035000323,MM101,C,143700323,1,43700323,20240114170000,STOP0016,20240114173000,STOP0005,023,0,04,1,6906,49
20240114,03,100035000324,MM101,C,143700324,1,43700324,20240114180000,STOP0005,20240114183000,STOP0016,024,1,03,1,2721,33
20240114,03,100035000325,MM101,C,143700325,2,43700325,20240114190000,STOP0016,20240114193000,STOP0013,025,1,01,1,18733,8
20240114,03,100035000326,MM101,C,143700326,2,43700326,20240114200000,STOP0015,20240114203000,STOP0010,026,2,02,1,21080,14
20240114,03,100035000327,MM101,C,143700327,2,43700327,20240114210000,STOP0013,20240114213000,STOP0018,027,1,04,1,4896,29
20240114,03,100035000328,MM101,C,143700328,1,43700328,20240114220000,STOP0012,20240114223000,STOP0001,028,1,02,1,21644,35
20240114,03,100035000329,MM101,C,143700329,2,43700329,20240114230000,STOP0005,20240114233000,STOP0002,029,2,01,1,7941,7
20240114,03,100035000330,MM101,C,143700330,1,43700330,20240115000000,STOP0002,20240115003000,STOP0010,030,1,02,1,14464,51
20240114,03,100035000331,MM101,C,143700331,1,43700331,20240115010000,STOP0013,20240115013000,STOP0005,031,1,01,1,21192,6
20240114,03,100035000332,MM101,C,143700332,1,43700332,20240115020000,STOP0013,20240115023000,STOP0013,032,2,04,1,6246,29
20240114,03,100035000333,MM101,C,143700333,1,43700333,20240115030000,STOP0014,20240115033000,STOP0018,033,2,02,1,9384,53
20240114,03,100035000334,MM101,C,143700334,2,43700334,20240115040000,STOP0007,20240115043000,STOP0015,034,0,02,1,21229,10
20240114,03,100035000335,MM101,C,143700335,1,43700335,20240115050000,STOP0014,20240115053000,STOP0006,035,2,01,1,19961,30
20240115,03,100035000336,MM101,C,143700336,2,43700336,20240115060000,STOP0012,20240115063000,STOP0007,036,0,01,1,16369,12
20240115,03,100035000337,MM101,C,143700337,1,43700337,20240115070000,STOP0016,20240115073000,STOP0018,037,1,03,1,17475,39
20240115,03,100035000338,MM101,C,143700338,2,43700338,20240115080000,STOP0002,20240115083000,STOP0019,038,2,01,1,21618,31
20240115,03,100035000339,MM101,C,143700339,2,43700339,20240115090000,STOP0005,20240115093000,STOP0015,039,2,01,1,23976,29
20240115,03,100035000340,MM101,C,143700340,2,43700340,20240115100000,STOP0004,20240115103000,STOP0006,040,2,03,1,14644,22
20240115,03,100035000341,MM101,C,143700341,2,43700341,20240115110000,STOP0016,20240115113000,STOP0008,041,1,01,1,12108,58
20240115,03,100035000342,MM101,C,143700342,2,43700342,20240115120000,STOP0001,20240115123000,STOP0012,042,0,01,1,9128,5
20240115,03,100035000343,MM101,C,143700343,2,43700343,20240115130000,STOP0014,20240115133000,STOP0000,043,1,03,1,18459,52
20240115,03,100035000344,MM101,C,143700344,1,43700344,20240115140000,STOP0004,20240115143000,STOP0007,044,1,04,1,19897,43
20240115,03,100035000345,MM101,C,143700345,2,43700345,20240115150000,STOP0019,20240115153000,STOP0003,045,2,04,1,9168,7
20240115,03,100035000346,MM101,C,143700346,1,43700346,20240115160000,STOP0005,20240115163000,STOP0002,046,0,01,1,7861,59
20240115,03,100035000347,MM101,C,143700347,2,43700347,20240115170000,STOP0005,20240115173000,STOP0002,047,1,01,1,9990,8
20240115,03,100035000348,MM101,C,143700348,1,43700348,20240115180000,STOP0017,20240115183000,STOP0012,048,2,03,1,14750,45
20240115,03,100035000349,MM101,C,143700349,2,43700349,20240115190000,STOP0017,20240115193000,STOP0007,049,1,03,1,17988,41
20240115,03,100035000350,MM101,C,143700350,2,43700350,20240115200000,STOP0003,20240115203000,STOP0006,050,1,04,1,3979,55
20240115,03,100035000351,MM101,C,143700351,1,43700351,20240115210000,STOP0016,20240115213000,STOP0000,051,2,02,1,24524,19
20240115,03,100035000352,MM101,C,143700352,2,43700352,20240115220000,STOP0013,20240115223000,STOP0015,052,2,01,1,8065,12
20240115,03,100035000353,MM101,C,143700353,2,43700353,20240115230000,STOP0013,20240115233000,STOP0005,053,0,02,1,5916,42
20240115,03,100035000354,MM101,C,143700354,2,43700354,20240116000000,STOP0012,20240116003000,STOP0006,054,1,02,1,24184,54
20240115,03,100035000355,MM101,C,143700355,1,43700355,20240116010000,STOP0006,20240116013000,STOP0011,055,2,03,1,1597,23
20240115,03,100035000356,MM101,C,143700356,2,43700356,20240116020000,STOP0011,20240116023000,STOP0008,056,2,01,1,24704,51
20240115,03,100035000357,MM101,C,143700357,1,43700357,20240116030000,STOP0014,20240116033000,STOP0010,057,0,01,1,6622,30
20240115,03,100035000358,MM101,C,143700358,2,43700358,20240116040000,STOP0018,20240116043000,STOP0009,058,0,03,1,19261,43
20240115,03,100035000359,MM101,C,143700359,2,43700359,20240116050000,STOP0010,20240116053000,STOP0000,059,2,02,1,13164,14
20240116,03,100035000360,MM101,C,143700360,1,43700360,20240116060000,STOP0014,20240116063000,STOP0017,060,0,03,1,2699,42
20240116,03,100035000361,MM101,C,143700361,2,43700361,20240116070000,STOP0011,20240116073000,STOP0003,061,2,04,1,23164,18
20240116,03,100035000362,MM101,C,143700362,2,43700362,20240116080000,STOP0002,20240116083000,STOP0004,062,1,01,1,18100,53
20240116,03,100035000363,MM101,C,143700363,1,43700363,20240116090000,STOP0016,20240116093000,STOP0008,063,0,04,1,14429,45
20240116,03,100035000364,MM101,C,143700364,2,43700364,20240116100000,STOP0002,20240116103000,STOP0016,064,1,03,1,14796,23
20240116,03,100035000365,MM101,C,143700365,1,43700365,20240116110000,STOP0018,20240116113000,STOP0002,065,1,01,1,5086,34
20240116,03,100035000366,MM101,C,143700366,1,43700366,20240116120000,STOP0019,20240116123000,STOP0015,066,1,04,1,1665,9
20240116,03,100035000367,MM101,C,143700367,1,43700367,20240116130000,STOP0003,20240116133000,STOP0004,067,2,04,1,23995,59
20240116,03,100035000368,MM101,C,143700368,2,43700368,20240116140000,STOP0002,20240116143000,STOP0015,068,1,02,1,15605,35
20240116,03,100035000369,MM101,C,143700369,1,43700369,20240116150000,STOP0015,20240116153000,STOP0002,069,1,01,1,18463,11
20240116,03,100035000370,MM101,C,143700370,1,43700370,20240116160000,STOP0011,20240116163000,STOP0019,070,1,04,1,9419,23
20240116,03,100035000371,MM101,C,143700371,2,43700371,20240116170000,STOP0007,20240116173000,STOP0014,071,2,04,1,16184,35
20240116,03,100035000372,MM101,C,143700372,1,43700372,20240116180000,STOP0016,20240116183000,STOP0002,072,1,02,1,2069,56
20240116,03,100035000373,MM101,C,143700373,2,43700373,20240116190000,STOP0006,20240116193000,STOP0019,073,1,04,1,6263,43
20240116,03,100035000374,MM101,C,143700374,2,43700374,20240116200000,STOP0010,20240116203000,STOP0013,074,0,04,1,17109,28
20240116,03,100035000375,MM101,C,143700375,2,43700375,20240116210000,STOP0017,20240116213000,STOP0015,075,2,04,1,8951,38
20240116,03,100035000376,MM101,C,143700376,2,43700376,20240116220000,STOP0000,20240116223000,STOP0016,076,1,02,1,13919,27
20240116,03,100035000377,MM101,C,143700377,1,43700377,20240116230000,STOP0002,20240116233000,STOP0019,077,0,04,1,2363,52
20240116,03,100035000378,MM101,C,143700378,1,43700378,20240117000000,STOP0003,20240117003000,STOP0017,078,2,04,1,5508,49
20240116,03,100035000379,MM101,C,143700379,1,43700379,20240117010000,STOP0012,20240117013000,STOP0017,079,2,01,1,2755,44
20240116,03,100035000380,MM101,C,143700380,1,43700380,20240117020000,STOP0005,20240117023000,STOP0013,080,2,01,1,1519,10
20240116,03,100035000381,MM101,C,143700381,1,43700381,20240117030000,STOP0013,20240117033000,STOP0017,081,2,02,1,22847,42
20240116,03,100035000382,MM101,C,143700382,2,43700382,20240117040000,STOP0004,20240117043000,STOP0014,082,2,03,1,12736,45
20240116,03,100035000383,MM101,C,143700383,1,43700383,20240117050000,STOP0015,20240117053000,STOP0014,083,2,01,1,11514,40
20240117,03,100035000384,MM101,C,143700384,1,43700384,20240117060000,STOP0014,20240117063000,STOP0005,084,1,02,1,15688,31
20240117,03,100035000385,MM101,C,143700385,1,43700385,20240117070000,STOP0014,20240117073000,STOP0014,085,1,04,1,8233,15
20240117,03,100035000386,MM101,C,143700386,2,43700386,20240117080000,STOP0003,20240117083000,STOP0017,086,1,04,1,2102,9
20240117,03,100035000387,MM101,C,143700387,2,43700387,20240117090000,STOP0007,20240117093000,STOP0003,087,1,02,1,1597,21
20240117,03,100035000388,MM101,C,143700388,1,43700388,20240117100000,STOP0015,20240117103000,STOP0007,088,0,04,1,14947,56
20240117,03,100035000389,MM101,C,143700389,2,43700389,20240117110000,STOP0015,20240117113000,STOP0014,089,1,04,1,20657,11
20240117,03,100035000390,MM101,C,143700390,1,43700390,20240117120000,STOP0003,20240117123000,STOP0002,090,2,03,1,13241,31
20240117,03,100035000391,MM101,C,143700391,1,43700391,20240117130000,STOP0012,20240117133000,STOP0014,091,1,04,1,6781,51
20240117,03,100035000392,MM101,C,143700392,2,43700392,20240117140000,STOP0012,20240117143000,STOP0012,092,1,01,1,11797,19
20240117,03,100035000393,MM101,C,143700393,2,43700393,20240117150000,STOP0001,20240117153000,STOP0008,093,2,04,1,7256,50
20240117,03,100035000394,MM101,C,143700394,1,43700394,20240117160000,STOP0002,20240117163000,STOP0001,094,1,02,1,24642,17
20240117,03,100035000395,MM101,C,143700395,1,43700395,20240117170000,STOP0007,20240117173000,STOP0007,095,1,03,1,11380,15
20240117,03,100035000396,MM101,C,143700396,2,43700396,20240117180000,STOP0014,20240117183000,STOP0019,096,1,04,1,9780,49
20240117,03,100035000397,MM101,C,143700397,1,43700397,20240117190000,STOP0010,20240117193000,STOP0016,097,0,02,1,7554,30
20240117,03,100035000398,MM101,C,143700398,2,43700398,20240117200000,STOP0008,20240117203000,STOP0012,098,1,01,1,13664,26
20240117,03,100035000399,MM101,C,143700399,1,43700399,20240117210000,STOP0006,20240117213000,STOP0000,099,2,04,1,10599,32
20240117,03,100035000400,MM101,C,143700400,2,43700400,20240117220000,STOP0012,20240117223000,STOP0001,000,2,03,1,16511,28
20240117,03,100035000401,MM101,C,143700401,1,43700401,20240117230000,STOP0001,20240117233000,STOP0014,001,1,04,1,5846,33
20240117,03,100035000402,MM101,C,143700402,1,43700402,20240118000000,STOP0007,20240118003000,STOP0011,002,1,02,1,22182,13
20240117,03,100035000403,MM101,C,143700403,2,43700403,20240118010000,STOP0006,20240118013000,STOP0013,003,1,03,1,7605,46
20240117,03,100035000404,MM101,C,143700404,1,43700404,20240118020000,STOP0011,20240118023000,STOP0001,004,2,04,1,11251,8
20240117,03,100035000405,MM101,C,143700405,1,43700405,20240118030000,STOP0018,20240118033000,STOP0017,005,2,01,1,17043,53
20240117,03,100035000406,MM101,C,143700406,2,43700406,20240118040000,STOP0006,20240118043000,STOP0006,006,0,03,1,13764,50
20240117,03,100035000407,MM101,C,143700407,1,43700407,20240118050000,STOP0009,20240118053000,STOP0005,007,0,01,1,3986,22
20240118,03,100035000408,MM101,C,143700408,1,43700408,20240118060000,STOP0015,20240118063000,STOP0013,008,0,02,1,1400,47
20240118,03,100035000409,MM101,C,143700409,1,43700409,20240118070000,STOP0002,20240118073000,STOP0007,009,2,04,1,20239,20
20240118,03,100035000410,MM101,C,143700410,2,43700410,20240118080000,STOP0009,20240118083000,STOP0001,010,0,01,1,11416,37
20240118,03,100035000411,MM101,C,143700411,2,43700411,20240118090000,STOP0005,20240118093000,STOP0016,011,1,02,1,4412,33
20240118,03,100035000412,MM101,C,143700412,2,43700412,20240118100000,STOP0017,20240118103000,STOP0004,012,1,04,1,17440,43
20240118,03,100035000413,MM101,C,143700413,1,43700413,20240118110000,STOP0017,20240118113000,STOP0013,013,2,02,1,2875,14
20240118,03,100035000414,MM101,C,143700414,1,43700414,20240118120000,STOP0004,20240118123000,STOP0019,014,0,01,1,21927,13
20240118,03,100035000415,MM101,C,143700415,1,43700415,20240118130000,STOP0006,20240118133000,STOP0002,015,1,02,1,5298,35
20240118,03,100035000416,MM101,C,143700416,1,43700416,20240118140000,STOP0001,20240118143000,STOP0004,016,2,03,1,4768,32
20240118,03,100035000417,MM101,C,143700417,2,43700417,20240118150000,STOP0010,20240118153000,STOP0015,017,0,04,1,6752,7
20240118,03,100035000418,MM101,C,143700418,1,43700418,20240118160000,STOP0012,20240118163000,STOP0017,018,1,02,1,22217,58
20240118,03,100035000419,MM101,C,143700419,1,43700419,20240118170000,STOP0004,20240118173000,STOP0016,019,0,01,1,13489,59
20240118,03,100035000420,MM101,C,143700420,1,43700420,20240118180000,STOP0005,20240118183000,STOP0010,020,2,04,1,2353,18
20240118,03,100035000421,MM101,C,143700421,2,43700421,20240118190000,STOP0013,20240118193000,STOP0016,021,0,03,1,22371,29
20240118,03,100035000422,MM101,C,143700422,1,43700422,20240118200000,STOP0011,20240118203000,STOP0015,022,2,04,1,7597,19
20240118,03,100035000423,MM101,C,143700423,1,43700423,20240118210000,STOP0003,20240118213000,STOP0001,023,0,03,1,15691,6
20240118,03,100035000424,MM101,C,143700424,1,43700424,20240118220000,STOP0005,20240118223000,STOP0003,024,1,04,1,5311,28
20240118,03,100035000425,MM101,C,143700425,1,43700425,20240118230000,STOP0009,20240118233000,STOP0006,025,2,02,1,16307,18
20240118,03,100035000426,MM101,C,143700426,1,43700426,20240119000000,STOP0017,20240119003000,STOP0001,026,2,02,1,11794,52
20240118,03,100035000427,MM101,C,143700427,2,43700427,20240119010000,STOP0014,20240119013000,STOP0005,027,2,01,1,3934,11
20240118,03,100035000428,MM101,C,143700428,1,43700428,20240119020000,STOP0007,20240119023000,STOP0016,028,0,03,1,17406,40
20240118,03,100035000429,MM101,C,143700429,1,43700429,20240119030000,STOP0008,20240119033000,STOP0006,029,0,01,1,11394,54
