셀번호,X좌표,Y좌표,행정동코드,일자,시간대,소계(남녀합계)
C0103,465.1246909062695,294.963570262611,0103,2023-01-08,9,56
C0101,279.1160420422228,332.9095058291753,0101,2023-01-08,18,129
C0102,136.24453076003374,486.50074106284484,0102,2023-01-08,18,267
C0103,455.67626086551917,212.59037876232134,0103,2023-01-08,18,153
C0101,0.27708241645196807,271.6445366749893,0101,2023-01-09,9,344
C0102,434.6816766041488,270.2816192351317,0102,2023-01-09,9,332
C0103,47.0646910763658,463.4067796531389,0103,2023-01-09,9,347
C0101,135.7655959860895,449.42930824424695,0101,2023-01-09,18,304
C0102,60.45673618351716,48.74141950668081,0102,2023-01-09,18,471
C0103,312.44211390310477,255.47958369573658,0103,2023-01-09,18,290
C0101,464.4960235562162,131.41041736304877,0101,2023-01-10,9,157
C0102,9.674667222993705,59.26699733007634,0102,2023-01-10,9,495
C0103,92.83815301370602,39.787863527263326,0103,2023-01-10,9,425
C0101,432.6860878560598,410.3796634400652,0101,2023-01-10,18,247
C0102,372.37842802380857,3.7047009677288467,0102,2023-01-10,18,440
C0103,198.2495459776074,365.81887726193946,0103,2023-01-10,18,439
C0101,363.45934223186424,88.76051360926806,0101,2023-01-11,9,455
C0102,463.09047947303713,131.52431504093997,0102,2023-01-11,9,281
C0103,357.5139240007674,479.0255196469353,0103,2023-01-11,9,160
C0101,193.8168363458261,226.28125460428677,0101,2023-01-11,18,212
C0102,404.5196208347219,219.6423608680805,0102,2023-01-11,18,438
C0103,111.1587448851386,494.17253267609533,0103,2023-01-11,18,268
C0101,446.1770769849491,300.1271565142288,0101,2023-01-12,9,393
C0102,343.49888337369,479.5528162595814,0102,2023-01-12,9,482
C0103,80.76793336981486,112.7287034515404,0103,2023-01-12,9,193
C0101,209.93719581331027,185.57885205128406,0101,2023-01-12,18,448
C0102,377.1676781920053,315.1628300846798,0102,2023-01-12,18,267
C0103,198.93029377636344,204.19187915007709,0103,2023-01-12,18,204
C0101,63.165664034522116,114.7769647350892,0101,2023-01-13,9,91
C0102,390.91357613924976,209.52414221461046,0102,2023-01-13,9,291
C0103,191.67639979297957,325.2580767652586,0103,2023-01-13,9,290
C0101,190.37516220855156,104.06811809849692,0101,2023-01-13,18,120
C0102,325.8231171639574,56.1820074580387,0102,2023-01-13,18,317
C0103,298.09102854620426,416.8377214391201,0103,2023-01-13,18,251
C0101,362.2756382130525,471.4315605069314,0101,2023-01-14,9,233
C0102,174.59481745008992,115.861941257211,0102,2023-01-14,9,355
C0103,28.29120182942013,138.79380835498327,0103,2023-01-14,9,93
C0101,184.6123888708409,351.28906962630276,0101,2023-01-14,18,111
C0102,346.0170121065729,159.08321468197101,0102,2023-01-14,18,94
C0103,108.38578490089957,251.48835926700914,0103,2023-01-14,18,278
C0101,255.04093811505706,150.64841945920094,0101,2023-01-15,9,148
C0102,489.78723199084095,268.5617555493768,0102,2023-01-15,9,166
C0103,281.038315788658,3.897045184030945,0103,2023-01-15,9,141
C0101,178.3109809100114,482.99037125938435,0101,2023-01-15,18,131
C0102,87.62086714352878,151.64485566343384,0102,2023-01-15,18,145
C0103,240.55432116794805,159.20388773511323,0103,2023-01-15,18,495
C0101,317.17946024341006,248.15114225822194,0101,2023-01-16,9,133
C0102,41.59752399602262,395.27396025883064,0102,2023-01-16,9,480
C0103,139.5431892314925,403.3346654951158,0103,2023-01-16,9,480
C0101,424.6114290116992,433.347849444211,0101,2023-01-16,18,431
C0102,359.06375339154533,71.20207335743012,0102,2023-01-16,18,344
C0103,170.3826218904289,247.53492930553872,0103,2023-01-16,18,73
C0101,151.3104503697763,371.103466962798,0101,2023-01-17,9,149
C0102,485.9622505568722,200.28654524970474,0102,2023-01-17,9,375
C0103,392.8638304048817,370.59998537015343,0103,2023-01-17,9,271
C0101,386.8076256046824,141.7872653510311,0101,2023-01-17,18,494
C0102,7.636199563866963,484.0830772393889,0102,2023-01-17,18,496
C0103,406.3033139679241,396.62207721437613,0103,2023-01-17,18,372
C0101,367.88054499658455,375.73723429208763,0101,2023-01-18,9,321
C0102,457.05564096423683,189.61337291999146,0102,2023-01-18,9,468
C0103,15.480761816423938,19.340796748033352,0103,2023-01-18,9,395
C0101,417.4897649502036,423.8056133077609,0101,2023-01-18,18,250
C0102,202.19479061496222,150.80581267398364,0102,2023-01-18,18,472
C0103,416.27160343496877,318.248059838584,0103,2023-01-18,18,277
C0101,69.9029068297674,181.1169718292789,0101,2023-01-19,9,94
C0102,269.131215643586,415.3170100443537,0102,2023-01-19,9,299
C0103,466.08588192032846,50.231547087627895,0103,2023-01-19,9,279
C0101,196.0784553197108,148.19904072551392,0101,2023-01-19,18,150
C0102,204.1452474792214,20.360614307615986,0102,2023-01-19,18,253
C0103,419.1807389685372,51.2908920559435,0103,2023-01-19,18,79
C0101,412.03755599737474,153.25600090151752,0101,2023-01-20,9,424
C0102,50.37351406340357,6.6316907417493525,0102,2023-01-20,9,189
C0103,177.64430422269263,417.6784531469916,0103,2023-01-20,9,485
C0101,30.792778065164782,15.454031902804367,0101,2023-01-20,18,463
C0102,79.40031006516674,383.14490434284795,0102,2023-01-20,18,313
C0103,115.40518719723298,444.47134894564465,0103,2023-01-20,18,142
C0101,437.47451937926735,335.14460971008435,0101,2023-01-21,9,167
C0102,190.57459482578594,118.0887030795526,0102,2023-01-21,9,123
C0103,335.92279092156434,389.9655270903139,0103,2023-01-21,9,375
C0101,448.9779164535094,231.41295359191832,0101,2023-01-21,18,113
C0102,397.50292724747413,25.818804270981154,0102,2023-01-21,18,410
C0103,7.390473848662593,359.2423657178247,0103,2023-01-21,18,212
C0101,39.7254851155926,169.14289551322227,0101,2023-01-22,9,65
C0102,374.483239216457,320.14481018642135,0102,2023-01-22,9,401
C0103,347.01031942069443,325.6156625517864,0103,2023-01-22,9,340
C0101,174.82732002069983,14.082852038427795,0101,2023-01-22,18,338
C0102,220.91292490789,22.729825795172353,0102,2023-01-22,18,147
C0103,232.0394883648783,89.36076863190962,0103,2023-01-22,18,260
C0101,392.130815184593,352.10467095521557,0101,2023-01-23,9,108
C0102,462.9542900608437,143.59355660510542,0102,2023-01-23,9,301
C0103,131.01611073249674,91.71790777619448,0103,2023-01-23,9,123
C0101,102.67859134929024,434.44778920080904,0101,2023-01-23,18,294
C0102,152.15488524190195,245.46550511803022,0102,2023-01-23,18,164
C0103,153.82327371774923,369.2098105348441,0103,2023-01-23,18,288
C0101,346.03646811687827,380.4055141106223,0101,2023-01-24,9,378
C0102,230.09114612993886,224.4585482712581,0102,2023-01-24,9,322
C0103,358.2672808092328,188.517620527758,0103,2023-01-24,9,379
C0101,81.83555961101719,339.81522816069,0101,2023-01-24,18,246
C0102,38.4623746173966,495.2560804402409,0102,2023-01-24,18,117
C0103,191.48919805921315,118.89031644914067,0103,2023-01-24,18,114
C0101,145.32906299192078,161.2266246520323,0101,2023-01-25,9,165
C0102,88.37463657722444,131.92827108966998,0102,2023-01-25,9,373
C0103,50.60304513522207,165.72999935703837,0103,2023-01-25,9,213
C0101,190.05449134166864,388.6691520232663,0101,2023-01-25,18,473
C0102,230.85196900004706,224.79984215601579,0102,2023-01-25,18,207
C0103,13.409726786887234,432.44324960473995,0103,2023-01-25,18,420
C0101,242.604225800093,175.56359259202958,0101,2023-01-26,9,157
C0102,169.9296758867677,488.84867754309806,0102,2023-01-26,9,458
C0103,468.17824964147735,133.961606108371,0103,2023-01-26,9,307
C0101,406.0837730085257,97.80504113236321,0101,2023-01-26,18,203
C0102,365.9757820357612,64.57557350426163,0102,2023-01-26,18,162
C0103,250.2529047943339,372.9408634082115,0103,2023-01-26,18,142
C0101,369.71432177559115,304.4611361233726,0101,2023-01-27,9,144
C0102,207.68893207170973,123.10713329208018,0102,2023-01-27,9,172
C0103,138.50871252039843,161.61201034928308,0103,2023-01-27,9,128
C0101,103.7974442755829,21.284759592048786,0101,2023-01-27,18,319
C0102,346.2273258995814,10.903200302910143,0102,2023-01-27,18,121
C0103,175.14275512333532,3.2906861595913273,0103,2023-01-27,18,486
C0101,442.2926557072603,299.902266668414,0101,2023-01-28,9,205
C0102,217.51235781798272,177.0909415069667,0102,2023-01-28,9,417
C0103,327.5947215239651,203.00043744556422,0103,2023-01-28,9,164
C0101,138.91143905737198,166.32270336538753,0101,2023-01-28,18,300
C0102,41.095381610860684,390.6859933591827,0102,2023-01-28,18,65
C0103,487.4995727155623,129.87941205939592,0103,2023-01-28,18,206
C0101,237.52634013476288,152.76610026919556,0101,2023-01-29,9,107
C0102,404.1829598102103,243.50536525893878,0102,2023-01-29,9,362
C0103,183.463778703106,372.37565953192313,0103,2023-01-29,9,459
C0101,299.733169106066,366.8122301364598,0101,2023-01-29,18,136
C0102,134.63480568953634,327.8496700570097,0102,2023-01-29,18,190
C0103,58.70831474203625,161.95374216958493,0103,2023-01-29,18,380
C0101,203.15302396709416,387.97869852994893,0101,2023-01-30,9,127
C0102,224.78073656845527,159.38622433544802,0102,2023-01-30,9,305
C0103,2.0306836124418526,10.110045481793506,0103,2023-01-30,9,492
C0101,58.345302917546306,59.793298513887706,0101,2023-01-30,18,158
C0102,301.3698120332232,302.7276616100973,0102,2023-01-30,18,412
C0103,296.96762590020666,72.90929701685079,0103,2023-01-30,18,70
C0101,188.6128674036197,494.84192983379114,0101,2023-01-31,9,215
C0102,17.09400668117256,173.8291008396041,0102,2023-01-31,9,284
C0103,335.449079418383,112.298942317545,0103,2023-01-31,9,225
C0101,212.64684894545778,10.543653371355266,0101,2023-01-31,18,484
C0102,270.2830823064794,338.09481217626853,0102,2023-01-31,18,365
C0103,464.0854198869331,450.96608373280316,0103,2023-01-31,18,255
C0101,69.48003657637891,39.97408367222843,0101,2023-02-01,9,145
C0102,304.0663311338432,300.7976571576698,0102,2023-02-01,9,190
C0103,135.8215498625116,475.5502733885003,0103,2023-02-01,9,192
C0101,402.09971805057813,415.9900902923508,0101,2023-02-01,18,188
C0102,49.21750946367126,116.27645609042597,0102,2023-02-01,18,60
C0103,459.8256583873998,175.5524619694676,0103,2023-02-01,18,146
C0101,418.23566669575365,239.0090010886375,0101,2023-02-02,9,464
C0102,451.71067879662206,220.45070359721353,0102,2023-02-02,9,255
C0103,372.4259586154631,212.18875089518357,0103,2023-02-02,9,71
C0101,26.54739724872407,104.12008848934894,0101,2023-02-02,18,95
C0102,361.134018113552,186.82486005024734,0102,2023-02-02,18,466
C0103,50.938199258774134,311.51879989402977,0103,2023-02-02,18,254
C0101,401.72410520097594,312.34162200218094,0101,2023-02-03,9,329
C0102,8.17069575623558,7.83491362526062,0102,2023-02-03,9,493
C0103,250.00280155752014,133.20402943852838,0103,2023-02-03,9,205
C0101,396.6050767765662,51.217954391499845,0101,2023-02-03,18,358
C0102,458.6691013731178,14.961468903050557,0102,2023-02-03,18,191
C0103,192.25038312864456,333.71960640494115,0103,2023-02-03,18,359
C0101,48.818160805448265,468.5401597193944,0101,2023-02-04,9,324
C0102,259.70040708805584,254.79226703257228,0102,2023-02-04,9,471
C0103,317.40409390685215,290.03447527376886,0103,2023-02-04,9,219
C0101,294.59557444296655,429.3150860893347,0101,2023-02-04,18,294
C0102,305.5333897903921,97.91717739837236,0102,2023-02-04,18,432
C0103,107.98030929142288,82.58084739551241,0103,2023-02-04,18,461
C0101,498.52891453193064,106.70834722651412,0101,2023-02-05,9,495
C0102,281.0036054346503,413.59687183749656,0102,2023-02-05,9,95
C0103,30.37535993165108,245.05208760913666,0103,2023-02-05,9,483
C0101,214.34555894464148,171.9800643851625,0101,2023-02-05,18,80
C0102,68.56470906652822,465.51051171510795,0102,2023-02-05,18,231
C0103,421.52815028910356,452.97226459075495,0103,2023-02-05,18,335
C0101,465.09266549424376,374.05730818468936,0101,2023-02-06,9,271
C0102,414.4663094276768,260.0914557410349,0102,2023-02-06,9,188
C0103,135.82696091338525,192.88690499695988,0103,2023-02-06,9,255
C0101,233.1020200015137,390.66756906045606,0101,2023-02-06,18,185
C0102,242.43367092126672,133.92928904549072,0102,2023-02-06,18,192
C0103,427.87804356479944,208.68430338817234,0103,2023-02-06,18,89
C0101,220.96127268730885,381.8607851162859,0101,2023-02-07,9,177
C0102,255.57245398733525,316.18391690429354,0102,2023-02-07,9,432
C0103,119.57835026949176,467.53397278301316,0103,2023-02-07,9,62
C0101,359.8024452475965,57.1065271762854,0101,2023-02-07,18,305
C0102,318.46047617885824,184.47489120176658,0102,2023-02-07,18,289
C0103,341.0810161712014,398.1637716042224,0103,2023-02-07,18,252
C0101,174.68261916751587,436.6184261173154,0101,2023-02-08,9,339
C0102,281.44911663130904,75.63274016736959,0102,2023-02-08,9,148
C0103,144.6248861971935,447.70573469862967,0103,2023-02-08,9,180
C0101,457.80559432272344,164.20101695693006,0101,2023-02-08,18,55
C0102,347.897709938542,45.859147217083894,0102,2023-02-08,18,317
C0103,454.7306398825943,277.6009626999915,0103,2023-02-08,18,338
C0101,181.06074914173792,396.78881004809693,0101,2023-02-09,9,366
C0102,58.84628046096824,332.85076843831825,0102,2023-02-09,9,370
C0103,332.3279230424398,375.960583679849,0103,2023-02-09,9,174
C0101,200.638990820398,480.0190282679059,0101,2023-02-09,18,192
C0102,286.7284603888964,254.2524885490723,0102,2023-02-09,18,84
C0103,114.77881594802786,198.96845502940985,0103,2023-02-09,18,494
C0101,379.94178079789447,356.55029064302227,0101,2023-02-10,9,64
C0102,327.1501704015421,156.54748662434298,0102,2023-02-10,9,485
C0103,198.82598352733743,44.856462008394935,0103,2023-02-10,9,115
C0101,64.33401137309619,272.8518620382238,0101,2023-02-10,18,465
C0102,200.69756230873398,67.11180651636872,0102,2023-02-10,18,184
C0103,316.78450795206254,15.625745555432891,0103,2023-02-10,18,181
C0101,482.9947666756464,454.54780898502526,0101,2023-02-11,9,124
C0102,434.176774176945,164.28560927412346,0102,2023-02-11,9,88
C0103,33.7522242628871,153.05641714594782,0103,2023-02-11,9,412
C0101,332.9157260839612,119.27980033519437,0101,2023-02-11,18,413
C0102,359.58823828512095,353.91055725526957,0102,2023-02-11,18,375
C0103,270.3283338318698,409.4728260603515,0103,2023-02-11,18,384
C0101,320.6811089784567,62.699604872196225,0101,2023-02-12,9,408
C0102,161.88405252223325,352.5173590986468,0102,2023-02-12,9,414
C0103,337.5658530459029,167.95626051835498,0103,2023-02-12,9,277
C0101,347.4790439701788,424.51167653970504,0101,2023-02-12,18,122
C0102,419.11565846726756,313.25242093318303,0102,2023-02-12,18,222
C0103,158.10498365147558,377.3138404696883,0103,2023-02-12,18,152
C0101,205.42696485346391,366.24870923409026,0101,2023-02-13,9,470
C0102,3.159123268365982,301.74503232816215,0102,2023-02-13,9,189
C0103,300.4581775527003,313.7773413899983,0103,2023-02-13,9,447
C0101,405.5354751557945,243.73341941518268,0101,2023-02-13,18,170
C0102,381.19395449242353,305.54673218813235,0102,2023-02-13,18,228
C0103,339.813423320306,287.4886780060278,0103,2023-02-13,18,237
C0101,255.35556669894365,324.28026295965344,0101,2023-02-14,9,476
C0102,455.1305446777144,167.54102304118018,0102,2023-02-14,9,88
C0103,112.3464817935147,385.898178838089,0103,2023-02-14,9,131
C0101,497.88481160053,210.24627078172148,0101,2023-02-14,18,154
C0102,148.31220433157165,31.03253631303676,0102,2023-02-14,18,326
C0103,47.570280570183975,2.5164144060559335,0103,2023-02-14,18,68
C0101,163.54498970297016,155.22720005040296,0101,2023-02-15,9,472
C0102,116.46146162054904,31.370578972059914,0102,2023-02-15,9,243
C0103,35.581263976474375,91.07318765259149,0103,2023-02-15,9,121
C0101,73.99602510775615,182.55891180721468,0101,2023-02-15,18,192
C0102,461.1100766810991,130.80150476480839,0102,2023-02-15,18,157
C0103,332.3881265011159,245.4405189803493,0103,2023-02-15,18,125
C0101,23.62700790462857,393.90366558319437,0101,2023-02-16,9,290
C0102,488.6491808701706,469.1533097811478,0102,2023-02-16,9,371
C0103,292.124146812622,343.0106467903063,0103,2023-02-16,9,280
C0101,444.2335932645233,276.40441259967395,0101,2023-02-16,18,234
C0102,162.77566316752274,4.7457459547912695,0102,2023-02-16,18,195
C0103,262.71694525744726,405.9385889315516,0103,2023-02-16,18,313
C0101,93.5023131533182,407.70063392367064,0101,2023-02-17,9,145
C0102,293.65668884986616,198.42620062244055,0102,2023-02-17,9,56
C0103,165.76026067119588,216.6479835833603,0103,2023-02-17,9,450
C0101,91.71282654998758,402.5534420007248,0101,2023-02-17,18,150
C0102,113.87915011532368,368.48599724818297,0102,2023-02-17,18,70
C0103,16.700207853501237,440.5362100937726,0103,2023-02-17,18,370
C0101,394.6775650466902,398.03362471169214,0101,2023-02-18,9,273
C0102,291.2766145375319,496.6904334438811,0102,2023-02-18,9,414
C0103,89.57607023872754,36.167965470837395,0103,2023-02-18,9,399
C0101,146.9686186978431,304.1166119650264,0101,2023-02-18,18,366
C0102,195.85080646942131,166.76207925050173,0102,2023-02-18,18,424
C0103,71.02172930596595,94.49282719682456,0103,2023-02-18,18,451
C0101,333.9204264350403,391.3005063825649,0101,2023-02-19,9,199
C0102,115.57485817112595,441.05670914472694,0102,2023-02-19,9,424
C0103,304.77532821227766,411.6092094570216,0103,2023-02-19,9,154
C0101,178.44716799271077,262.4319922453344,0101,2023-02-19,18,80
C0102,288.47851629114297,49.53577703685308,0102,2023-02-19,18,179
C0103,332.7432165465123,180.79754288233636,0103,2023-02-19,18,292
C0101,250.36962214031539,146.28321082202993,0101,2023-02-20,9,432
C0102,299.60330334501316,275.63694806794786,0102,2023-02-20,9,441
C0103,472.178712938855,332.4657618300546,0103,2023-02-20,9,79
C0101,320.8765405969746,480.8117283266107,0101,2023-02-20,18,175
C0102,11.779127963649271,313.2955035054971,0102,2023-02-20,18,444
C0103,408.22975553319463,320.3422648206285,0103,2023-02-20,18,120
C0101,468.4947464847832,334.7889310487149,0101,2023-02-21,9,493
C0102,255.17692220041715,451.8340318080776,0102,2023-02-21,9,57
C0103,116.15150208566455,41.448202089942434,0103,2023-02-21,9,92
C0101,251.25428346955997,23.7976306973508,0101,2023-02-21,18,373
C0102,139.95761621971204,163.37432382154765,0102,2023-02-21,18,146
C0103,235.80011035538305,243.59516328054258,0103,2023-02-21,18,350
C0101,403.30184979728875,139.20854925073155,0101,2023-02-22,9,161
C0102,183.77865241436248,209.18502377330216,0102,2023-02-22,9,352
C0103,277.9512065853804,347.82340240114604,0103,2023-02-22,9,453
C0101,134.50558127913646,51.8726098210377,0101,2023-02-22,18,475
C0102,214.39596133630184,273.3579994088364,0102,2023-02-22,18,373
C0103,445.247886982376,399.42350793977846,0103,2023-02-22,18,152
C0101,246.83195672109693,225.03196651779433,0101,2023-02-23,9,114
C0102,268.44486638813817,297.8735477119436,0102,2023-02-23,9,68
C0103,445.8158907262249,250.5490328732411,0103,2023-02-23,9,289
C0101,90.02845061167447,79.93370926171545,0101,2023-02-23,18,120
C0102,469.26743702778055,396.6946286802036,0102,2023-02-23,18,226
C0103,420.21675940522704,47.81732129496263,0103,2023-02-23,18,421
C0101,351.088428090806,352.16835626101255,0101,2023-02-24,9,497
C0102,245.3328851196187,331.2154420592424,0102,2023-02-24,9,151
C0103,448.6682184563153,55.21275546499177,0103,2023-02-24,9,128
C0101,461.20748329691963,461.80491741202366,0101,2023-02-24,18,451
C0102,2.417446052589145,110.49938637740941,0102,2023-02-24,18,160
C0103,160.86989049413882,30.54164575793139,0103,2023-02-24,18,361
C0101,381.4710402746354,14.296096232543409,0101,2023-02-25,9,404
C0102,473.78804537774454,220.11641318204238,0102,2023-02-25,9,250
C0103,455.94364270140323,204.50212296461024,0103,2023-02-25,9,306
C0101,53.69140129951172,179.0454545135996,0101,2023-02-25,18,206
C0102,168.49324501090322,423.27559298849246,0102,2023-02-25,18,208
C0103,10.965042876664944,49.12820527350037,0103,2023-02-25,18,463
C0101,321.6142335450916,242.3714440452472,0101,2023-02-26,9,233
C0102,129.953529858164,112.33729475930993,0102,2023-02-26,9,183
C0103,262.72543462906856,8.739968243580032,0103,2023-02-26,9,256
C0101,150.19400394536552,213.41572561778526,0101,2023-02-26,18,382
C0102,263.5260989210293,105.67980136382448,0102,2023-02-26,18,83
C0103,341.0466275891336,435.1481710348332,0103,2023-02-26,18,447
C0101,237.72530263211732,216.23022899470485,0101,2023-02-27,9,156
C0102,272.42018060372965,296.5817866589533,0102,2023-02-27,9,156
C0103,209.9616885209186,72.69128015631948,0103,2023-02-27,9,478
C0101,7.125754758683378,159.5693839089571,0101,2023-02-27,18,172
C0102,290.3794883121034,477.85554891850256,0102,2023-02-27,18,300
C0103,27.73226526373984,148.15564393573106,0103,2023-02-27,18,130
C0101,78.39884908430156,347.7594984470281,0101,2023-02-28,9,329
C0102,490.43354613643976,427.8333376311754,0102,2023-02-28,9,52
C0103,245.33529603768932,460.47110990345345,0103,2023-02-28,9,369
C0101,496.8824383445847,139.1531007047337,0101,2023-02-28,18,332
C0102,498.45307130875676,90.12364606103613,0102,2023-02-28,18,416
C0103,467.66204017004725,185.27114262685924,0103,2023-02-28,18,209
C0101,104.9181885349333,29.743552736614554,0101,2023-03-01,9,152
C0102,177.6117201605929,210.61602623435445,0102,2023-03-01,9,117
C0103,271.22556721011983,406.7939972635903,0103,2023-03-01,9,162
C0101,420.5580656152884,288.6246715115546,0101,2023-03-01,18,56
C0102,378.239029142251,378.48961035376215,0102,2023-03-01,18,177
C0103,46.69010441717408,285.75764417820244,0103,2023-03-01,18,456
C0101,454.51476419741033,359.60315701910963,0101,2023-03-02,9,124
C0102,306.98215543987845,399.94045460047226,0102,2023-03-02,9,93
C0103,137.4308931528494,316.2466175083569,0103,2023-03-02,9,70
C0101,261.93347795407726,97.09360042271281,0101,2023-03-02,18,428
C0102,274.8410610583721,294.00196657747426,0102,2023-03-02,18,431
C0103,339.8083122637986,216.66644734419717,0103,2023-03-02,18,231
C0101,438.702543827237,395.81273375609095,0101,2023-03-03,9,303
C0102,263.03835263664274,98.17391029533529,0102,2023-03-03,9,412
C0103,362.21090955416577,34.460675789715786,0103,2023-03-03,9,52
C0101,26.48954074075871,264.20934367850583,0101,2023-03-03,18,282
C0102,342.9610845644526,209.59912320964924,0102,2023-03-03,18,477
C0103,61.396925137080174,150.92480264917978,0103,2023-03-03,18,237
C0101,222.1368602925033,431.781069315113,0101,2023-03-04,9,55
C0102,476.79005100379266,50.131848563340185,0102,2023-03-04,9,454
C0103,148.1054056344438,231.45645937667396,0103,2023-03-04,9,124
C0101,351.3992447997467,393.00814430945826,0101,2023-03-04,18,338
C0102,247.93690503007693,278.29213331344744,0102,2023-03-04,18,487
C0103,120.01413989484794,401.87987144208734,0103,2023-03-04,18,482
C0101,355.9090171787272,70.04491836405307,0101,2023-03-05,9,157
C0102,427.67807806322423,389.7523264483631,0102,2023-03-05,9,466
C0103,63.38679187677965,69.83526554642522,0103,2023-03-05,9,338
C0101,53.63500758954937,56.65780295141454,0101,2023-03-05,18,357
C0102,200.13973347705456,2.688944387810921,0102,2023-03-05,18,365
C0103,270.1034965874133,39.08707460732541,0103,2023-03-05,18,374
C0101,271.7913742311713,27.043936438463977,0101,2023-03-06,9,147
C0102,242.733095075727,249.91162525782258,0102,2023-03-06,9,81
C0103,169.49738644660167,310.88572915591584,0103,2023-03-06,9,154
C0101,293.4802895064937,174.89246869981713,0101,2023-03-06,18,224
C0102,357.4834823294878,289.6430587297838,0102,2023-03-06,18,330
C0103,343.1344275888599,391.9679612667292,0103,2023-03-06,18,122
C0101,32.93703397804132,304.98029765030475,0101,2023-03-07,9,214
C0102,57.326448889301716,450.82620986751556,0102,2023-03-07,9,405
C0103,207.39939312637802,368.9199105493591,0103,2023-03-07,9,322
C0101,494.81857543514155,291.96253201564485,0101,2023-03-07,18,454
C0102,352.13696425157707,125.84983705870995,0102,2023-03-07,18,436
C0103,425.3847134512974,199.12195182616978,0103,2023-03-07,18,180
C0101,411.2169772140189,25.298407269226388,0101,2023-03-08,9,428
C0102,85.04704448507644,263.53373485122864,0102,2023-03-08,9,148
C0103,40.26527377831479,171.93521871065403,0103,2023-03-08,9,341
C0101,397.10856835018603,380.2957064599807,0101,2023-03-08,18,493
C0102,67.55734972027139,182.27955329100664,0102,2023-03-08,18,378
C0103,10.812618621698133,216.9882454880637,0103,2023-03-08,18,356
C0101,464.2948946113872,41.169903449803925,0101,2023-03-09,9,246
C0102,97.26081226051802,94.55361167206561,0102,2023-03-09,9,457
C0103,97.71797938177157,465.62804115160577,0103,2023-03-09,9,70
C0101,375.39447264843653,183.20380304233575,0101,2023-03-09,18,321
C0102,436.62546798655586,290.96856795746874,0102,2023-03-09,18,104
C0103,376.16052603906866,386.8213116695809,0103,2023-03-09,18,319
C0101,340.93178579314497,59.45496679793766,0101,2023-03-10,9,213
C0102,130.44955804263185,498.09707917145977,0102,2023-03-10,9,440
C0103,192.7539658842966,59.998648799463815,0103,2023-03-10,9,197
C0101,286.76712180034866,195.72311910120993,0101,2023-03-10,18,192
C0102,414.3408444846105,341.10314771023815,0102,2023-03-10,18,312
C0103,269.4266524816477,393.7660000991172,0103,2023-03-10,18,146
C0101,445.61687577628226,197.4721674540208,0101,2023-03-11,9,210
C0102,17.9847298097357,338.34560108988416,0102,2023-03-11,9,466
C0103,390.9923724210957,212.5706903210277,0103,2023-03-11,9,122
C0101,343.5175801347385,171.2821212689955,0101,2023-03-11,18,54
C0102,75.90647734625699,78.55438825790517,0102,2023-03-11,18,74
C0103,93.69471210622038,242.04914907108326,0103,2023-03-11,18,396
C0101,485.1946798282793,379.40934893417085,0101,2023-03-12,9,413
C0102,264.1376763120998,83.66372077330853,0102,2023-03-12,9,296
C0103,223.21178750763693,72.4498269531677,0103,2023-03-12,9,251
C0101,54.568617979617265,303.30557832588903,0101,2023-03-12,18,87
C0102,96.77649138092815,74.67275749554192,0102,2023-03-12,18,300
C0103,61.00648161722644,352.81755695439955,0103,2023-03-12,18,440
C0101,208.50013107369824,289.53986888247965,0101,2023-03-13,9,252
C0102,0.009619758289391989,408.62427200946223,0102,2023-03-13,9,60
C0103,237.72057925488315,35.65346822459637,0103,2023-03-13,9,416
C0101,253.17721812539278,67.74673842349988,0101,2023-03-13,18,204
C0102,273.16897488876884,264.3753599186321,0102,2023-03-13,18,197
C0103,405.1309026277193,206.3894066934309,0103,2023-03-13,18,321
C0101,444.2800142300356,237.33687645496903,0101,2023-03-14,9,365
C0102,327.8428492019897,308.7606076623918,0102,2023-03-14,9,255
C0103,5.717469379463047,491.21529511209746,0103,2023-03-14,9,337
C0101,140.64297124827792,279.29167008287595,0101,2023-03-14,18,474
C0102,385.2425867948248,460.2339120489791,0102,2023-03-14,18,429
C0103,9.47006646909121,340.3389737686227,0103,2023-03-14,18,313
C0101,46.539034449519455,335.58888676879997,0101,2023-03-15,9,270
C0102,320.3348139574049,94.6288494927004,0102,2023-03-15,9,314
C0103,246.80493140597815,308.9783972333643,0103,2023-03-15,9,385
C0101,90.81163071174886,111.34036944314957,0101,2023-03-15,18,185
C0102,429.0083345548897,232.27176014750034,0102,2023-03-15,18,216
C0103,257.44443207449757,417.06362593704097,0103,2023-03-15,18,347
C0101,254.2474335736431,46.662656460815356,0101,2023-03-16,9,425
C0102,6.632707586010589,415.7621415298638,0102,2023-03-16,9,139
C0103,331.6364166538422,379.60095906083274,0103,2023-03-16,9,499
C0101,412.2398443683486,493.48475155862644,0101,2023-03-16,18,371
C0102,326.73566495528644,126.13280148021933,0102,2023-03-16,18,244
C0103,294.87396419732625,385.3785306404063,0103,2023-03-16,18,95
C0101,280.7858571006398,151.77738402747477,0101,2023-03-17,9,296
C0102,223.9862480348323,143.29455064616215,0102,2023-03-17,9,373
C0103,420.5422440122055,288.2593905591035,0103,2023-03-17,9,67
C0101,164.3021671594594,285.8325576923806,0101,2023-03-17,18,177
C0102,211.4617969959761,80.25955906720056,0102,2023-03-17,18,416
