구매일자,시군구,업종명_중분류,업종명_소분류,메뉴명_소분류,판매수량,단가,광역시도,행정동코드,결제금액
2023-08-18 01:00:00,종로구,한식,초밥,떡볶이,3,9431,서울특별시,0102,28293
2023-04-18 13:00:00,종로구,일식,스테이크,불고기,1,15658,서울특별시,0102,15658
2023-01-24 16:00:00,종로구,중식,떡볶이,연어초밥,3,5930,서울특별시,0102,17790
2023-03-02 16:00:00,종로구,일식,스테이크,연어초밥,9,9186,서울특별시,0102,82674
2023-05-13 05:00:00,강남구,중식,국수,연어초밥,3,24792,서울특별시,0101,74376
2023-08-06 13:00:00,영등포구,양식,고기구이,연어초밥,9,8569,서울특별시,0103,77121
2023-06-09 14:00:00,종로구,중식,고기구이,필렛스테이크,5,9175,서울특별시,0102,45875
2023-10-06 17:00:00,종로구,한식,떡볶이,연어초밥,8,17617,서울특별시,0102,140936
2023-09-12 21:00:00,종로구,한식,초밥,냉면,6,7279,서울특별시,0102,43674
2023-08-02 06:00:00,마포구,양식,국수,연어초밥,1,11392,서울특별시,0105,11392
2023-06-08 13:00:00,성동구,중식,국수,떡볶이,5,28439,서울특별시,0104,142195
2023-02-14 12:00:00,영등포구,중식,국수,냉면,4,20786,서울특별시,0103,83144
2023-03-31 04:00:00,종로구,양식,떡볶이,불고기,2,29088,서울특별시,0102,58176
2022-12-14 06:00:00,마포구,중식,스테이크,떡볶이,5,13856,서울특별시,0105,69280
2023-03-17 05:00:00,마포구,중식,떡볶이,불고기,1,20406,서울특별시,0105,20406
2023-10-04 06:00:00,강남구,중식,국수,필렛스테이크,7,10963,서울특별시,0101,76741
2023-04-05 00:00:00,마포구,중식,초밥,떡볶이,8,14465,서울특별시,0105,115720
2022-12-12 09:00:00,성동구,양식,고기구이,냉면,1,9366,서울특별시,0104,9366
2023-06-26 07:00:00,강남구,일식,떡볶이,냉면,5,25830,서울특별시,0101,129150
2023-10-17 10:00:00,성동구,분식,초밥,냉면,6,9601,서울특별시,0104,57606
2023-09-12 19:00:00,강남구,양식,초밥,불고기,1,10117,서울특별시,0101,10117
2023-02-08 18:00:00,강남구,한식,초밥,불고기,4,16595,서울특별시,0101,66380
2023-04-15 05:00:00,강남구,중식,국수,불고기,3,15734,서울특별시,0101,47202
2023-05-13 07:00:00,영등포구,중식,떡볶이,연어초밥,1,12845,서울특별시,0103,12845
2023-01-30 05:00:00,성동구,일식,초밥,연어초밥,8,13925,서울특별시,0104,111400
2023-02-06 19:00:00,영등포구,중식,스테이크,불고기,5,12375,서울특별시,0103,61875
2023-01-26 03:00:00,강남구,분식,고기구이,떡볶이,7,27817,서울특별시,0101,194719
2023-10-29 01:00:00,강남구,중식,국수,필렛스테이크,6,19509,서울특별시,0101,117054
2023-07-30 13:00:00,마포구,일식,떡볶이,불고기,8,27994,서울특별시,0105,223952
2023-09-03 02:00:00,마포구,한식,고기구이,떡볶이,9,29670,서울특별시,0105,267030
2023-08-25 06:00:00,성동구,분식,고기구이,불고기,6,21272,서울특별시,0104,127632
2023-10-16 04:00:00,강남구,분식,떡볶이,연어초밥,4,25641,서울특별시,0101,102564
2022-12-09 07:00:00,마포구,양식,국수,연어초밥,4,7768,서울특별시,0105,31072
2023-09-17 22:00:00,성동구,중식,국수,연어초밥,8,28735,서울특별시,0104,229880
2022-11-25 05:00:00,영등포구,한식,초밥,떡볶이,4,17054,서울특별시,0103,68216
2023-04-23 01:00:00,강남구,양식,고기구이,떡볶이,5,22835,서울특별시,0101,114175
2023-06-05 09:00:00,마포구,일식,고기구이,냉면,2,11133,서울특별시,0105,22266
2023-03-11 06:00:00,영등포구,분식,고기구이,연어초밥,9,7387,서울특별시,0103,66483
2022-12-24 05:00:00,강남구,양식,고기구이,떡볶이,6,27122,서울특별시,0101,162732
2023-01-10 00:00:00,종로구,일식,고기구이,필렛스테이크,3,16236,서울특별시,0102,48708
2023-08-28 05:00:00,영등포구,분식,스테이크,떡볶이,6,8460,서울특별시,0103,50760
2023-02-25 00:00:00,강남구,분식,국수,연어초밥,4,21461,서울특별시,0101,85844
2023-02-21 23:00:00,종로구,일식,고기구이,냉면,2,6357,서울특별시,0102,12714
2023-10-03 03:00:00,영등포구,한식,고기구이,연어초밥,8,16261,서울특별시,0103,130088
2022-12-23 09:00:00,마포구,한식,초밥,떡볶이,8,22610,서울특별시,0105,180880
2023-09-30 04:00:00,강남구,일식,떡볶이,떡볶이,8,23010,서울특별시,0101,184080
2023-10-02 06:00:00,영등포구,일식,국수,필렛스테이크,4,16332,서울특별시,0103,65328
2023-06-06 21:00:00,마포구,한식,고기구이,필렛스테이크,3,14249,서울특별시,0105,42747
2022-12-31 06:00:00,마포구,한식,국수,연어초밥,1,25959,서울특별시,0105,25959
2022-12-27 17:00:00,마포구,양식,초밥,냉면,7,9618,서울특별시,0105,67326
2023-02-12 15:00:00,강남구,양식,고기구이,연어초밥,3,6865,서울특별시,0101,20595
2023-05-30 04:00:00,마포구,한식,떡볶이,연어초밥,9,8921,서울특별시,0105,80289
2022-12-26 22:00:00,마포구,일식,스테이크,떡볶이,8,25026,서울특별시,0105,200208
2023-04-15 21:00:00,종로구,한식,국수,연어초밥,2,16747,서울특별시,0102,33494
2022-12-13 01:00:00,영등포구,양식,떡볶이,필렛스테이크,9,5933,서울특별시,0103,53397
2023-05-16 16:00:00,영등포구,분식,국수,불고기,2,9219,서울특별시,0103,18438
2022-11-08 16:00:00,영등포구,분식,고기구이,필렛스테이크,5,5701,서울특별시,0103,28505
2023-07-17 02:00:00,종로구,일식,떡볶이,연어초밥,5,25360,서울특별시,0102,126800
2022-11-21 03:00:00,마포구,양식,떡볶이,떡볶이,9,16532,서울특별시,0105,148788
2023-01-10 22:00:00,마포구,분식,국수,연어초밥,6,6701,서울특별시,0105,40206
2023-01-03 13:00:00,종로구,양식,초밥,연어초밥,8,10532,서울특별시,0102,84256
2023-08-30 12:00:00,마포구,일식,고기구이,불고기,6,20411,서울특별시,0105,122466
2022-11-20 10:00:00,종로구,양식,스테이크,떡볶이,8,19842,서울특별시,0102,158736
2023-04-06 06:00:00,성동구,일식,스테이크,필렛스테이크,8,25482,서울특별시,0104,203856
2023-06-04 04:00:00,영등포구,분식,스테이크,떡볶이,8,5645,서울특별시,0103,45160
2023-05-07 20:00:00,영등포구,일식,초밥,불고기,4,6734,서울특별시,0103,26936
2023-07-06 19:00:00,강남구,분식,스테이크,냉면,4,5884,서울특별시,0101,23536
2023-08-20 08:00:00,성동구,한식,초밥,떡볶이,9,14851,서울특별시,0104,133659
2023-03-24 07:00:00,종로구,한식,떡볶이,불고기,7,23178,서울특별시,0102,162246
2023-08-29 12:00:00,종로구,한식,고기구이,연어초밥,9,21575,서울특별시,0102,194175
2023-02-24 18:00:00,강남구,일식,초밥,연어초밥,6,10254,서울특별시,0101,61524
2023-10-25 08:00:00,마포구,양식,초밥,떡볶이,9,21430,서울특별시,0105,192870
2023-05-03 16:00:00,강남구,중식,초밥,떡볶이,7,21410,서울특별시,0101,149870
2023-07-26 22:00:00,성동구,한식,고기구이,떡볶이,7,9784,서울특별시,0104,68488
2023-09-15 12:00:00,마포구,분식,국수,냉면,2,23748,서울특별시,0105,47496
2023-08-16 13:00:00,강남구,양식,떡볶이,연어초밥,6,15557,서울특별시,0101,93342
2023-09-06 20:00:00,영등포구,양식,고기구이,필렛스테이크,7,6483,서울특별시,0103,45381
2023-05-15 07:00:00,영등포구,일식,스테이크,떡볶이,7,14764,서울특별시,0103,103348
2022-11-16 19:00:00,종로구,일식,스테이크,불고기,9,24243,서울특별시,0102,218187
2023-04-29 12:00:00,성동구,한식,초밥,떡볶이,3,22405,서울특별시,0104,67215
2023-01-06 01:00:00,영등포구,한식,고기구이,냉면,3,11710,서울특별시,0103,35130
2023-09-20 16:00:00,영등포구,분식,고기구이,불고기,9,23922,서울특별시,0103,215298
2023-01-26 04:00:00,영등포구,중식,국수,필렛스테이크,9,14738,서울특별시,0103,132642
2023-01-23 00:00:00,마포구,양식,고기구이,필렛스테이크,2,16506,서울특별시,0105,33012
2023-01-30 18:00:00,성동구,양식,고기구이,불고기,4,7165,서울특별시,0104,28660
2023-06-22 22:00:00,종로구,중식,고기구이,불고기,9,29926,서울특별시,0102,269334
2023-05-27 22:00:00,마포구,중식,고기구이,떡볶이,2,25965,서울특별시,0105,51930
2023-10-12 10:00:00,마포구,양식,떡볶이,떡볶이,8,9873,서울특별시,0105,78984
2023-04-01 12:00:00,마포구,한식,스테이크,불고기,2,19018,서울특별시,0105,38036
2023-02-11 18:00:00,성동구,일식,고기구이,떡볶이,2,24508,서울특별시,0104,49016
2022-11-18 22:00:00,종로구,분식,스테이크,떡볶이,8,17616,서울특별시,0102,140928
2022-11-03 13:00:00,성동구,양식,고기구이,떡볶이,6,10269,서울특별시,0104,61614
2023-03-17 00:00:00,종로구,양식,초밥,냉면,5,29213,서울특별시,0102,146065
2023-10-04 00:00:00,종로구,한식,고기구이,연어초밥,8,11720,서울특별시,0102,93760
2023-05-10 16:00:00,영등포구,한식,고기구이,떡볶이,3,13362,서울특별시,0103,40086
2023-09-22 06:00:00,마포구,중식,고기구이,떡볶이,5,14290,서울특별시,0105,71450
2022-12-08 00:00:00,영등포구,중식,초밥,필렛스테이크,6,27269,서울특별시,0103,163614
2022-12-04 23:00:00,종로구,한식,초밥,불고기,7,17500,서울특별시,0102,122500
2023-08-31 09:00:00,영등포구,분식,국수,불고기,3,22992,서울특별시,0103,68976
2022-12-09 20:00:00,종로구,한식,스테이크,냉면,6,27530,서울특별시,0102,165180
2022-11-19 21:00:00,성동구,양식,스테이크,불고기,5,28213,서울특별시,0104,141065
2023-03-28 02:00:00,종로구,일식,스테이크,불고기,5,26410,서울특별시,0102,132050
2023-10-03 16:00:00,영등포구,양식,초밥,불고기,8,27695,서울특별시,0103,221560
2023-07-09 23:00:00,종로구,중식,초밥,필렛스테이크,4,28705,서울특별시,0102,114820
2022-12-07 01:00:00,종로구,중식,초밥,연어초밥,7,29775,서울특별시,0102,208425
2023-09-01 18:00:00,마포구,양식,국수,연어초밥,9,21077,서울특별시,0105,189693
2023-09-04 02:00:00,종로구,중식,초밥,떡볶이,7,8291,서울특별시,0102,58037
2023-08-19 11:00:00,강남구,양식,고기구이,연어초밥,9,7832,서울특별시,0101,70488
2023-09-25 14:00:00,종로구,한식,떡볶이,연어초밥,6,24900,서울특별시,0102,149400
2023-01-27 07:00:00,영등포구,한식,국수,냉면,3,12903,서울특별시,0103,38709
2023-10-23 14:00:00,강남구,양식,스테이크,연어초밥,9,25112,서울특별시,0101,226008
2023-02-25 17:00:00,종로구,양식,떡볶이,불고기,6,28368,서울특별시,0102,170208
2023-08-19 23:00:00,강남구,한식,초밥,연어초밥,3,21109,서울특별시,0101,63327
2023-05-30 21:00:00,영등포구,분식,떡볶이,떡볶이,3,24107,서울특별시,0103,72321
2023-08-11 18:00:00,성동구,한식,초밥,연어초밥,3,11971,서울특별시,0104,35913
2023-06-17 13:00:00,마포구,분식,고기구이,냉면,8,15863,서울특별시,0105,126904
2023-06-22 21:00:00,종로구,양식,고기구이,필렛스테이크,1,29128,서울특별시,0102,29128
2023-06-13 08:00:00,마포구,분식,고기구이,떡볶이,7,25421,서울특별시,0105,177947
2023-08-11 14:00:00,종로구,분식,떡볶이,연어초밥,5,10110,서울특별시,0102,50550
2023-07-28 01:00:00,성동구,중식,초밥,냉면,1,28408,서울특별시,0104,28408
2022-12-19 23:00:00,영등포구,양식,국수,필렛스테이크,6,17489,서울특별시,0103,104934
2023-08-28 17:00:00,성동구,중식,초밥,불고기,7,26096,서울특별시,0104,182672
2023-05-15 03:00:00,성동구,일식,국수,떡볶이,7,18037,서울특별시,0104,126259
2023-02-26 14:00:00,영등포구,중식,떡볶이,냉면,5,20097,서울특별시,0103,100485
2023-05-07 04:00:00,종로구,일식,떡볶이,냉면,4,9045,서울특별시,0102,36180
2023-10-19 00:00:00,영등포구,분식,고기구이,필렛스테이크,2,13466,서울특별시,0103,26932
2023-09-09 04:00:00,마포구,일식,스테이크,불고기,1,23063,서울특별시,0105,23063
2023-08-31 12:00:00,마포구,한식,국수,냉면,4,26059,서울특별시,0105,104236
2023-04-18 11:00:00,마포구,중식,고기구이,불고기,6,7221,서울특별시,0105,43326
2023-08-13 11:00:00,강남구,양식,떡볶이,냉면,1,6921,서울특별시,0101,6921
2023-03-21 04:00:00,영등포구,일식,고기구이,연어초밥,9,22327,서울특별시,0103,200943
2023-07-08 19:00:00,강남구,일식,국수,불고기,6,16177,서울특별시,0101,97062
2023-06-21 19:00:00,성동구,일식,고기구이,냉면,3,26215,서울특별시,0104,78645
2023-01-30 22:00:00,마포구,중식,초밥,필렛스테이크,9,6705,서울특별시,0105,60345
2023-02-06 00:00:00,강남구,일식,초밥,떡볶이,2,13734,서울특별시,0101,27468
2022-11-23 06:00:00,성동구,양식,국수,불고기,9,5886,서울특별시,0104,52974
2022-12-21 21:00:00,마포구,분식,고기구이,필렛스테이크,3,22735,서울특별시,0105,68205
2023-04-07 20:00:00,마포구,양식,고기구이,불고기,4,26446,서울특별시,0105,105784
2023-04-23 23:00:00,종로구,분식,떡볶이,연어초밥,4,8919,서울특별시,0102,35676
2022-12-31 02:00:00,강남구,분식,떡볶이,떡볶이,9,13099,서울특별시,0101,117891
2023-04-01 18:00:00,마포구,한식,떡볶이,필렛스테이크,3,26148,서울특별시,0105,78444
2023-06-08 22:00:00,마포구,중식,초밥,냉면,9,6035,서울특별시,0105,54315
2023-01-24 15:00:00,영등포구,중식,초밥,냉면,4,28800,서울특별시,0103,115200
2023-03-04 03:00:00,마포구,한식,스테이크,필렛스테이크,3,27174,서울특별시,0105,81522
2023-03-14 18:00:00,강남구,한식,스테이크,떡볶이,6,8817,서울특별시,0101,52902
2023-05-03 20:00:00,성동구,양식,초밥,냉면,7,8473,서울특별시,0104,59311
2023-03-14 09:00:00,강남구,중식,국수,불고기,4,22296,서울특별시,0101,89184
2023-07-27 06:00:00,마포구,한식,초밥,연어초밥,2,5252,서울특별시,0105,10504
2023-02-28 05:00:00,성동구,중식,고기구이,필렛스테이크,4,17645,서울특별시,0104,70580
2023-04-07 22:00:00,마포구,중식,고기구이,연어초밥,5,6647,서울특별시,0105,33235
2023-03-19 03:00:00,영등포구,한식,스테이크,떡볶이,1,18287,서울특별시,0103,18287
2023-01-06 14:00:00,강남구,한식,떡볶이,떡볶이,1,13754,서울특별시,0101,13754
2023-07-08 15:00:00,강남구,양식,고기구이,필렛스테이크,9,22662,서울특별시,0101,203958
2023-01-25 17:00:00,종로구,분식,고기구이,불고기,1,27017,서울특별시,0102,27017
2023-02-17 01:00:00,성동구,일식,고기구이,떡볶이,4,17218,서울특별시,0104,68872
2023-08-16 14:00:00,강남구,양식,스테이크,필렛스테이크,7,21044,서울특별시,0101,147308
2023-10-12 10:00:00,마포구,분식,국수,냉면,3,20008,서울특별시,0105,60024
2023-07-03 05:00:00,종로구,분식,국수,연어초밥,5,29623,서울특별시,0102,148115
2023-09-30 14:00:00,영등포구,한식,고기구이,떡볶이,1,10772,서울특별시,0103,10772
2023-09-07 23:00:00,종로구,분식,떡볶이,떡볶이,8,10973,서울특별시,0102,87784
2023-04-25 01:00:00,영등포구,한식,초밥,연어초밥,6,14462,서울특별시,0103,86772
2023-08-08 10:00:00,영등포구,한식,스테이크,불고기,8,23417,서울특별시,0103,187336
2023-02-28 12:00:00,강남구,일식,스테이크,필렛스테이크,8,26631,서울특별시,0101,213048
2023-04-17 15:00:00,영등포구,양식,고기구이,필렛스테이크,4,11951,서울특별시,0103,47804
2023-05-14 22:00:00,성동구,한식,떡볶이,불고기,1,7747,서울특별시,0104,7747
2023-10-16 15:00:00,마포구,중식,초밥,떡볶이,4,20216,서울특별시,0105,80864
2023-09-05 21:00:00,종로구,중식,스테이크,냉면,2,19939,서울특별시,0102,39878
2023-04-28 02:00:00,마포구,중식,국수,떡볶이,5,14369,서울특별시,0105,71845
2023-06-26 13:00:00,마포구,분식,떡볶이,연어초밥,2,9607,서울특별시,0105,19214
2023-01-13 15:00:00,마포구,중식,떡볶이,냉면,9,26246,서울특별시,0105,236214
2023-08-20 19:00:00,종로구,중식,초밥,불고기,6,26163,서울특별시,0102,156978
2023-05-21 07:00:00,마포구,한식,고기구이,불고기,3,23688,서울특별시,0105,71064
2023-05-13 22:00:00,영등포구,한식,떡볶이,필렛스테이크,9,19476,서울특별시,0103,175284
2023-08-06 23:00:00,강남구,한식,떡볶이,냉면,7,11535,서울특별시,0101,80745
2023-06-19 09:00:00,종로구,일식,초밥,떡볶이,4,15076,서울특별시,0102,60304
2022-11-27 09:00:00,성동구,일식,초밥,냉면,2,6710,서울특별시,0104,13420
2023-02-13 21:00:00,강남구,일식,국수,떡볶이,4,11245,서울특별시,0101,44980
2023-01-04 07:00:00,영등포구,분식,고기구이,떡볶이,6,16260,서울특별시,0103,97560
2023-07-26 12:00:00,성동구,일식,떡볶이,불고기,7,15921,서울특별시,0104,111447
2022-11-13 19:00:00,강남구,한식,초밥,필렛스테이크,3,7009,서울특별시,0101,21027
2023-01-13 16:00:00,영등포구,중식,국수,떡볶이,7,28940,서울특별시,0103,202580
2023-06-06 11:00:00,종로구,중식,스테이크,냉면,3,11705,서울특별시,0102,35115
2023-07-11 22:00:00,영등포구,분식,고기구이,불고기,3,17730,서울특별시,0103,53190
2023-05-03 05:00:00,종로구,중식,고기구이,떡볶이,5,16631,서울특별시,0102,83155
2023-09-10 08:00:00,마포구,한식,국수,연어초밥,2,16737,서울특별시,0105,33474
2023-10-01 12:00:00,강남구,양식,초밥,불고기,4,26125,서울특별시,0101,104500
2022-12-19 02:00:00,마포구,일식,국수,떡볶이,4,23656,서울특별시,0105,94624
2023-10-13 18:00:00,성동구,한식,고기구이,필렛스테이크,3,26690,서울특별시,0104,80070
2023-06-12 15:00:00,마포구,양식,국수,불고기,7,14476,서울특별시,0105,101332
2023-06-20 14:00:00,마포구,중식,국수,냉면,3,11628,서울특별시,0105,34884
2022-12-05 14:00:00,강남구,분식,초밥,불고기,7,15685,서울특별시,0101,109795
2023-06-15 09:00:00,마포구,분식,초밥,떡볶이,7,19037,서울특별시,0105,133259
2023-07-23 04:00:00,영등포구,중식,떡볶이,불고기,6,13423,서울특별시,0103,80538
2023-05-31 10:00:00,마포구,일식,떡볶이,필렛스테이크,3,16501,서울특별시,0105,49503
2022-12-01 18:00:00,마포구,일식,국수,연어초밥,8,8772,서울특별시,0105,70176
2023-05-10 11:00:00,영등포구,양식,떡볶이,연어초밥,3,19596,서울특별시,0103,58788
2023-10-07 17:00:00,종로구,한식,초밥,떡볶이,3,22845,서울특별시,0102,68535
2023-07-22 08:00:00,강남구,중식,고기구이,떡볶이,8,18178,서울특별시,0101,145424
2022-12-21 00:00:00,강남구,한식,국수,불고기,4,26825,서울특별시,0101,107300
2023-10-16 10:00:00,종로구,양식,스테이크,불고기,7,29891,서울특별시,0102,209237
2023-10-16 01:00:00,마포구,한식,떡볶이,불고기,1,27639,서울특별시,0105,27639
2023-01-01 16:00:00,영등포구,일식,국수,필렛스테이크,6,7324,서울특별시,0103,43944
2023-08-19 13:00:00,영등포구,양식,고기구이,연어초밥,8,27020,서울특별시,0103,216160
2023-03-29 01:00:00,종로구,분식,고기구이,불고기,7,13342,서울특별시,0102,93394
2023-06-05 02:00:00,영등포구,중식,고기구이,냉면,6,16294,서울특별시,0103,97764
2023-04-12 01:00:00,성동구,한식,스테이크,연어초밥,8,15299,서울특별시,0104,122392
2023-08-12 21:00:00,마포구,양식,초밥,필렛스테이크,3,12101,서울특별시,0105,36303
2023-10-29 19:00:00,성동구,한식,초밥,냉면,4,26930,서울특별시,0104,107720
2023-08-17 10:00:00,성동구,한식,스테이크,떡볶이,1,20948,서울특별시,0104,20948
2023-10-06 01:00:00,마포구,분식,떡볶이,떡볶이,7,29174,서울특별시,0105,204218
2023-10-11 09:00:00,영등포구,분식,스테이크,필렛스테이크,7,28867,서울특별시,0103,202069
2022-12-03 19:00:00,마포구,양식,고기구이,연어초밥,7,15494,서울특별시,0105,108458
2023-02-01 05:00:00,종로구,분식,초밥,떡볶이,7,23176,서울특별시,0102,162232
2023-07-21 18:00:00,강남구,한식,떡볶이,필렛스테이크,2,17559,서울특별시,0101,35118
2023-06-03 19:00:00,영등포구,한식,스테이크,연어초밥,6,17371,서울특별시,0103,104226
2022-11-19 06:00:00,강남구,중식,국수,연어초밥,7,23490,서울특별시,0101,164430
2022-12-05 14:00:00,강남구,한식,국수,떡볶이,2,22220,서울특별시,0101,44440
2023-05-09 12:00:00,마포구,분식,떡볶이,연어초밥,5,27793,서울특별시,0105,138965
2023-06-13 07:00:00,성동구,한식,고기구이,불고기,9,24313,서울특별시,0104,218817
2023-01-01 01:00:00,종로구,일식,초밥,떡볶이,4,20553,서울특별시,0102,82212
2023-01-02 08:00:00,마포구,분식,고기구이,불고기,7,27981,서울특별시,0105,195867
2022-12-18 02:00:00,강남구,양식,떡볶이,필렛스테이크,5,7559,서울특별시,0101,37795
2023-05-25 15:00:00,종로구,중식,고기구이,필렛스테이크,6,24080,서울특별시,0102,144480
2022-11-03 20:00:00,성동구,일식,고기구이,연어초밥,6,14807,서울특별시,0104,88842
2023-05-28 09:00:00,종로구,일식,국수,불고기,6,15829,서울특별시,0102,94974
2023-04-23 06:00:00,성동구,양식,국수,연어초밥,8,24541,서울특별시,0104,196328
2023-04-19 15:00:00,마포구,일식,초밥,떡볶이,9,11840,서울특별시,0105,106560
2023-07-06 06:00:00,강남구,중식,국수,냉면,3,27090,서울특별시,0101,81270
2023-05-10 06:00:00,강남구,양식,국수,필렛스테이크,9,17497,서울특별시,0101,157473
2023-07-23 22:00:00,마포구,분식,초밥,떡볶이,6,13725,서울특별시,0105,82350
2023-08-06 02:00:00,영등포구,일식,초밥,떡볶이,6,13204,서울특별시,0103,79224
2023-10-01 23:00:00,영등포구,한식,떡볶이,연어초밥,3,15523,서울특별시,0103,46569
2023-08-18 23:00:00,영등포구,일식,초밥,냉면,4,28569,서울특별시,0103,114276
2023-05-08 11:00:00,영등포구,분식,초밥,필렛스테이크,6,7566,서울특별시,0103,45396
2023-04-29 03:00:00,성동구,분식,스테이크,연어초밥,4,17699,서울특별시,0104,70796
2023-01-25 19:00:00,영등포구,일식,고기구이,필렛스테이크,3,25875,서울특별시,0103,77625
2023-06-07 06:00:00,강남구,한식,스테이크,필렛스테이크,8,16801,서울특별시,0101,134408
2022-12-21 15:00:00,성동구,일식,떡볶이,필렛스테이크,4,19150,서울특별시,0104,76600
2023-10-06 00:00:00,성동구,분식,국수,냉면,6,13704,서울특별시,0104,82224
2023-09-04 15:00:00,강남구,분식,고기구이,필렛스테이크,1,8405,서울특별시,0101,8405
2022-12-14 14:00:00,종로구,한식,국수,연어초밥,1,20985,서울특별시,0102,20985
2023-08-14 02:00:00,성동구,중식,국수,떡볶이,8,27998,서울특별시,0104,223984
2022-12-13 15:00:00,성동구,일식,초밥,필렛스테이크,2,18001,서울특별시,0104,36002
2023-07-21 13:00:00,강남구,한식,떡볶이,떡볶이,8,15800,서울특별시,0101,126400
2022-12-02 22:00:00,강남구,분식,초밥,떡볶이,9,8226,서울특별시,0101,74034
2023-04-27 17:00:00,영등포구,한식,고기구이,떡볶이,5,28618,서울특별시,0103,143090
2023-06-28 11:00:00,영등포구,양식,국수,필렛스테이크,8,26730,서울특별시,0103,213840
2023-07-24 07:00:00,마포구,분식,스테이크,연어초밥,4,27548,서울특별시,0105,110192
2023-04-02 09:00:00,영등포구,양식,국수,불고기,9,13975,서울특별시,0103,125775
2023-10-02 12:00:00,마포구,양식,초밥,냉면,3,20632,서울특별시,0105,61896
2023-08-09 21:00:00,종로구,중식,스테이크,연어초밥,4,15814,서울특별시,0102,63256
2023-01-15 19:00:00,영등포구,분식,국수,필렛스테이크,4,10866,서울특별시,0103,43464
2023-07-03 08:00:00,강남구,일식,스테이크,연어초밥,8,10141,서울특별시,0101,81128
2023-07-24 22:00:00,영등포구,한식,국수,연어초밥,1,14596,서울특별시,0103,14596
2023-03-02 10:00:00,강남구,중식,고기구이,불고기,8,18834,서울특별시,0101,150672
2023-07-27 17:00:00,영등포구,중식,국수,필렛스테이크,1,8050,서울특별시,0103,8050
2023-09-24 01:00:00,종로구,일식,초밥,연어초밥,3,22551,서울특별시,0102,67653
2023-08-25 11:00:00,강남구,중식,고기구이,불고기,6,16444,서울특별시,0101,98664
2023-08-05 14:00:00,강남구,일식,떡볶이,냉면,2,27029,서울특별시,0101,54058
2023-06-19 23:00:00,영등포구,일식,초밥,떡볶이,5,11969,서울특별시,0103,59845
2023-02-07 11:00:00,마포구,중식,고기구이,불고기,9,6290,서울특별시,0105,56610
2023-08-17 11:00:00,강남구,양식,떡볶이,연어초밥,8,12801,서울특별시,0101,102408
2023-03-13 13:00:00,영등포구,중식,떡볶이,연어초밥,1,29333,서울특별시,0103,29333
2023-05-13 17:00:00,종로구,양식,고기구이,불고기,6,13049,서울특별시,0102,78294
2023-02-23 11:00:00,마포구,중식,고기구이,불고기,6,22595,서울특별시,0105,135570
2023-02-22 22:00:00,영등포구,분식,국수,떡볶이,1,26082,서울특별시,0103,26082
2022-12-28 09:00:00,마포구,중식,초밥,연어초밥,6,12107,서울특별시,0105,72642
2023-10-16 22:00:00,종로구,한식,스테이크,냉면,5,21064,서울특별시,0102,105320
2022-12-24 19:00:00,강남구,한식,초밥,불고기,7,10111,서울특별시,0101,70777
2022-12-02 09:00:00,영등포구,분식,스테이크,연어초밥,3,14055,서울특별시,0103,42165
2023-10-07 18:00:00,성동구,분식,고기구이,필렛스테이크,3,12402,서울특별시,0104,37206
2023-05-22 01:00:00,마포구,중식,스테이크,필렛스테이크,7,21809,서울특별시,0105,152663
2023-04-09 09:00:00,마포구,양식,떡볶이,불고기,7,26893,서울특별시,0105,188251
2023-07-27 11:00:00,마포구,일식,초밥,필렛스테이크,2,11309,서울특별시,0105,22618
2023-03-20 13:00:00,성동구,한식,초밥,떡볶이,2,12284,서울특별시,0104,24568
2022-12-17 13:00:00,종로구,일식,국수,냉면,6,25523,서울특별시,0102,153138
2023-07-24 15:00:00,영등포구,양식,떡볶이,불고기,8,16570,서울특별시,0103,132560
2023-01-04 01:00:00,강남구,분식,고기구이,떡볶이,2,17826,서울특별시,0101,35652
2023-05-21 07:00:00,영등포구,분식,국수,연어초밥,2,22643,서울특별시,0103,45286
2023-10-12 11:00:00,종로구,한식,고기구이,필렛스테이크,8,8439,서울특별시,0102,67512
2023-10-07 19:00:00,강남구,중식,떡볶이,냉면,7,26799,서울특별시,0101,187593
2023-03-12 08:00:00,종로구,일식,초밥,냉면,9,14130,서울특별시,0102,127170
2023-08-12 01:00:00,영등포구,한식,떡볶이,냉면,8,21464,서울특별시,0103,171712
2023-06-12 00:00:00,종로구,일식,스테이크,냉면,9,15804,서울특별시,0102,142236
2023-04-24 12:00:00,마포구,한식,초밥,연어초밥,2,23827,서울특별시,0105,47654
2022-12-21 22:00:00,영등포구,한식,초밥,불고기,3,20289,서울특별시,0103,60867
2023-03-18 00:00:00,마포구,한식,국수,떡볶이,3,9333,서울특별시,0105,27999
2023-06-26 07:00:00,성동구,중식,초밥,연어초밥,1,9696,서울특별시,0104,9696
2023-10-26 04:00:00,강남구,양식,스테이크,떡볶이,8,26935,서울특별시,0101,215480
2022-11-02 18:00:00,종로구,한식,떡볶이,연어초밥,6,17990,서울특별시,0102,107940
2023-07-20 07:00:00,성동구,분식,초밥,냉면,1,11892,서울특별시,0104,11892
2023-09-05 02:00:00,영등포구,중식,떡볶이,연어초밥,2,8581,서울특별시,0103,17162
2023-10-13 06:00:00,종로구,한식,떡볶이,불고기,2,8209,서울특별시,0102,16418
